hour,de_node_0,de_node_1,de_node_2,de_node_3,de_node_4,de_node_5,de_node_6,de_node_7,de_node_8,de_node_9,de_node_10,de_node_11,de_node_12,de_node_13,de_node_14,de_node_15,de_node_16,de_node_17,de_node_18
104,0.0329035756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
105,0.1003101226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
106,0.1677166697,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
107,0.2351229604,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
108,0.239097232,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
109,0.2430715035,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
110,0.2470457751,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
111,0.1879967819,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
112,0.1289475325,0.1,0.1,0.1,0.1,0.0,0.0,0.0,,,,,,,,,,,
113,0.0698985393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
114,0.0467499706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
115,0.0236011457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
116,0.000452577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
117,0.0003075268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
118,0.0001624767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
119,1.75802831063415E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
120,1.4069351932043E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
121,1.05327935228956E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
122,7.02186234859705E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
123,4.68978397734766E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
124,2.34232926518894E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
126,0.0086643118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
127,0.0173286237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
128,0.0259929355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
129,0.0894259797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
130,0.152859024,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
131,0.2162920682,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
132,0.2152393014,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
133,0.2141862783,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
134,0.2131335115,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
135,0.1608721478,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
136,0.108610784,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
137,0.0563494203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
138,0.0376566589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
139,0.0189636412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
140,0.0002708799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
141,0.0001837473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
142,9.68709477288205E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
143,9.84085818197542E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
144,8.20071515164618E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
145,6.58619935616584E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
146,4.9716835606855E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
147,3.30591329550737E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
148,0.000001653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
150,0.0083124499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
151,0.0166246435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
152,0.0249370934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
153,0.0882043294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
154,0.1514718218,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
155,0.2147390578,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
156,0.2247193281,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
157,0.2346995985,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
158,0.2446798688,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
159,0.1874427211,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
160,0.1302055735,0.1,0.1,0.1,0.1,0.0,0.0,0.0,,,,,,,,,,,
161,0.0729684258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
162,0.0488106566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
163,0.0246528874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
164,0.0004951182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
165,0.0003352042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
166,0.0001752903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
167,1.55813587881277E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
168,0.000012993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
169,1.04302845835E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
170,7.86756109861056E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
171,0.000005228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
172,0.000002614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
173,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
174,0.005011662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
175,0.0100230678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
176,0.0150347299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
177,0.0559129884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
178,0.096791247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
179,0.1376695056,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
180,0.1375969805,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
181,0.1375241992,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
182,0.1374516741,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
183,0.1039222814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
184,0.070393145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
185,0.0368637522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
186,0.0246815899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
187,0.0124994275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
188,0.0003172652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
189,0.0002160376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
190,0.0001150663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
191,1.39412157577985E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
192,1.1634764621398E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
193,9.32831348499754E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
194,7.02186234859705E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
195,4.68978397734766E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
196,2.34232926518894E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
198,0.0031516373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
199,0.0063032747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
200,0.009454912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
201,0.0335414375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
202,0.057627963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
203,0.0817144885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
204,0.0831155294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
205,0.0845168266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
206,0.0859178676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
207,0.0653099829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
208,0.044701842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
209,0.0240937011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
210,0.0161182494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
211,0.0081427976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
212,0.0001676021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
213,0.0001158351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
214,6.40680871222358E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
215,1.23010727274693E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
216,1.02765211744066E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
217,8.22634238649508E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
218,6.20179083343243E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
219,0.000004126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
220,2.06811785230577E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
221,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
222,0.0028120765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
223,0.005624153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
224,0.0084364857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
225,0.0315965867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
226,0.0547566876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
227,0.0779170448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
228,0.0869731971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
229,0.0960296056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
230,0.1050857579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
231,0.0816706659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
232,0.058255574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
233,0.0348402258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
234,0.0233248841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
235,0.0118092861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
236,0.0002939444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
237,0.0001968172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
238,9.96899435621989E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
239,2.48071633337297E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
240,0.000001653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
241,8.27759685619287E-007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
244,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
246,0.0042036353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
247,0.0084072707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
248,0.0126106497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
249,0.0442759174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
250,0.075941185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
251,0.1076064527,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
252,0.1125909499,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
253,0.1175751908,0.1,0.1,0.1,0.0,0.0,0.0,0.0,,,,,,,,,,,
254,0.1225594317,0.1,0.1,0.1,0.0,0.0,0.0,0.0,,,,,,,,,,,
255,0.0938879376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
256,0.0652161872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
257,0.0365446932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
258,0.0244440254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
259,0.0123436139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
260,0.0002432025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
261,0.0001655519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
262,8.76451431832186E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
263,9.84085818197542E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
264,8.20071515164618E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
265,6.58619935616584E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
266,4.9716835606855E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
267,3.30591329550737E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
268,0.000001653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
269,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
270,0.0083780556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
271,0.0167563675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
272,0.0251344231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
273,0.0964398976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
274,0.1677456284,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
275,0.2390511029,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
276,0.2544533274,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
277,0.2698552955,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
278,0.2852572636,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
279,0.2194962414,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,
280,0.1537352191,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,,
281,0.0879744532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
282,0.0589318767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
283,0.0298893003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
284,0.0008467238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
